latitude,longtitude,depth,temperature,time
,,0.781,27.8,1782050063054
,,0.791,27.8,1782050063304
,,0.791,27.8,1782050063968
44.16175166666667,8.334938333333334,0.708,0.0,1782050064000
,,0.708,27.8,1782050064144
,,0.624,27.8,1782050064217
,,0.541,27.8,1782050064549
,,0.458,27.8,1782050064799
,,0.375,27.8,1782050064881
44.16175166666667,8.334941666666667,0.291,0.0,1782050065000
,,0.291,27.8,1782050065049
,,0.208,27.8,1782050065132
,,0.219,27.8,1782050065298
,,0.239,27.8,1782050065382
44.16175333333334,8.33494,0.260,0.0,1782050066000
,,0.260,27.8,1782050066126
,,0.229,27.8,1782050066257
,,0.219,27.8,1782050066291
,,0.239,27.8,1782050066375
,,0.260,27.8,1782050066459
,,0.291,27.8,1782050066541
,,0.302,27.8,1782050066624
,,0.323,27.8,1782050066707
,,0.333,27.8,1782050066790
,,0.385,27.8,1782050066873
,,0.395,27.8,1782050066956
44.16175666666666,8.33494,0.375,0.0,1782050067000
,,0.375,27.8,1782050067039
,,0.354,27.8,1782050067148
,,0.333,27.8,1782050067694
,,0.302,27.8,1782050067814
,,0.271,27.8,1782050067892
,,0.229,27.8,1782050067975
,,0.187,27.8,1782050068059
,,0.177,27.8,1782050068141
,,0.177,27.8,1782050068224
,,0.167,27.8,1782050068307
,,0.146,27.8,1782050068390
44.16175166666667,8.334945000000001,0.135,0.0,1782050069000
,,0.135,27.8,1782050069469
,,0.125,27.8,1782050069566
,,0.125,27.8,1782050069735
,,0.125,27.8,1782050069735
,,0.135,27.8,1782050069837
44.16175166666667,8.334943333333333,0.156,0.0,1782050070000
,,0.156,27.8,1782050070060
,,0.177,27.8,1782050070060
,,0.208,27.8,1782050070216
,,0.239,27.8,1782050070349
,,0.260,27.8,1782050070382
,,0.271,27.8,1782050070524
,,0.302,27.8,1782050070549
,,0.312,27.8,1782050070631
,,0.333,27.8,1782050070715
,,0.333,27.8,1782050070799
,,0.333,27.8,1782050070882
,,0.323,27.8,1782050070965
44.16175166666667,8.334943333333333,0.333,0.0,1782050071000
,,0.333,27.8,1782050071049
,,0.312,27.8,1782050071131
,,0.271,27.8,1782050071216
,,0.260,27.8,1782050071295
,,0.229,27.8,1782050071378
,,0.219,27.8,1782050071461
,,0.208,27.8,1782050071544
,,0.187,27.8,1782050071710
,,0.177,27.8,1782050071793
,,0.177,27.8,1782050071876
,,0.177,27.8,1782050071959
44.16175,8.334948333333333,0.177,0.0,1782050072000
,,0.177,27.8,1782050072042
,,0.167,27.8,1782050072127
,,0.177,27.8,1782050072291
,,0.208,27.8,1782050072374
,,0.219,27.8,1782050072542
,,0.239,27.8,1782050072622
,,0.239,27.8,1782050072706
,,0.250,27.8,1782050072872
44.16175,8.334946666666667,0.291,0.0,1782050073000
,,0.291,27.8,1782050073038
,,0.323,27.8,1782050073123
,,0.364,27.8,1782050073204
,,0.385,27.8,1782050073287
,,0.437,27.8,1782050073369
,,0.479,27.8,1782050073452
,,0.500,27.8,1782050073535
,,0.531,27.8,1782050073618
,,0.552,27.8,1782050073704
,,0.593,27.8,1782050073784
,,0.614,27.8,1782050073867
,,0.614,27.8,1782050073950
44.16174833333333,8.334948333333333,0.583,0.0,1782050074000
,,0.583,27.8,1782050074048
,,0.552,27.8,1782050074139
,,0.531,27.8,1782050074199
,,0.531,27.8,1782050074343
,,0.520,27.8,1782050074367
,,0.510,27.8,1782050074550
,,0.500,27.8,1782050074550
,,0.468,27.8,1782050074699
,,0.427,27.8,1782050074855
,,0.385,27.8,1782050074880
,,0.354,27.8,1782050074957
44.16175833333333,8.33495,0.343,0.0,1782050075000
,,0.343,27.8,1782050075059
,,0.343,27.8,1782050075112
,,0.343,27.8,1782050075266
,,0.312,27.8,1782050075284
,,0.302,27.8,1782050075366
,,0.281,27.8,1782050075469
,,0.239,27.8,1782050075541
,,0.229,27.8,1782050075879
44.16175666666666,8.33495,0.239,0.0,1782050076000
,,0.239,27.8,1782050076191
,,0.239,27.8,1782050076288
,,0.239,27.8,1782050077536
,,0.250,27.8,1782050078761
,,0.239,27.8,1782050079075
,,0.239,27.8,1782050081211
,,0.239,27.8,1782050081547
,,0.239,27.8,1782050082066
,,0.260,27.8,1782050082673
44.161743333333334,8.334946666666667,0.260,0.0,1782050084000
,,0.260,27.8,1782050084078
,,0.271,27.8,1782050084275
,,0.281,27.8,1782050084591
,,0.281,27.8,1782050084862
44.16174833333333,8.334946666666667,0.281,0.0,1782050085000
,,0.281,27.8,1782050085307
,,0.281,27.8,1782050085489
,,0.281,27.8,1782050085914
,,0.271,27.8,1782050085941
44.161745,8.334943333333333,0.291,0.0,1782050086000
,,0.291,27.8,1782050086101
,,0.302,27.8,1782050086221
,,0.333,27.8,1782050086263
,,0.364,27.8,1782050086426
,,0.385,27.8,1782050086453
,,0.427,27.8,1782050086528
,,0.458,27.8,1782050086637
,,0.500,27.8,1782050086678
,,0.552,27.8,1782050086836
,,0.572,27.8,1782050086861
44.161745,8.334941666666667,0.604,0.0,1782050087000
,,0.604,27.8,1782050087040
,,0.624,27.8,1782050087041
,,0.635,27.8,1782050087095
,,0.645,27.8,1782050087189
,,0.645,27.8,1782050087259
,,0.656,27.8,1782050087342
,,0.666,27.8,1782050087425
,,0.666,27.8,1782050087592
,,0.666,27.8,1782050087674
,,0.656,27.8,1782050087757
,,0.656,27.8,1782050087844
,,0.666,27.8,1782050087923
44.161745,8.334938333333334,0.666,0.0,1782050088000
,,0.666,27.8,1782050088006
,,0.687,27.8,1782050088090
,,0.708,27.8,1782050088174
,,0.728,27.8,1782050088255
,,0.760,27.8,1782050088339
,,0.781,27.8,1782050088422
,,0.801,27.8,1782050088504
,,0.812,27.8,1782050088587
,,0.843,27.8,1782050088670
,,0.843,27.8,1782050088753
,,0.843,27.8,1782050088838
,,0.833,27.8,1782050088919
44.161743333333334,8.334938333333334,0.843,0.0,1782050089000
,,0.843,27.8,1782050089002
,,0.843,27.8,1782050089085
,,0.853,27.8,1782050089168
,,0.843,27.8,1782050089251
,,0.864,27.8,1782050089342
,,0.885,27.8,1782050089418
,,0.905,27.8,1782050089502
,,0.926,27.8,1782050089585
,,0.926,27.8,1782050089667
,,0.937,27.8,1782050089752
,,0.937,27.8,1782050089835
,,0.957,27.8,1782050089939
44.161743333333334,8.334936666666666,0.957,0.0,1782050090000
,,0.957,27.8,1782050090001
,,0.957,27.8,1782050090084
,,0.957,27.8,1782050090169
,,0.957,27.8,1782050090251
,,0.947,27.8,1782050090331
,,0.926,27.8,1782050090414
,,0.916,27.8,1782050090497
,,0.885,27.8,1782050090579
,,0.895,27.8,1782050090663
,,0.885,27.8,1782050090746
,,0.885,27.8,1782050090843
,,0.895,27.8,1782050090912
,,0.885,27.8,1782050090995
44.161743333333334,8.334936666666666,0.885,0.0,1782050091000
,,0.885,27.8,1782050091077
,,0.885,27.8,1782050091161
,,0.885,27.8,1782050091243
,,0.895,27.8,1782050091327
,,0.905,27.8,1782050091441
,,0.926,27.8,1782050091495
,,0.947,27.8,1782050091669
,,0.957,27.8,1782050091670
,,0.957,27.8,1782050091825
,,0.957,27.8,1782050091909
,,0.957,27.8,1782050091991
44.161743333333334,8.334935,0.957,0.0,1782050092000
,,0.957,27.8,1782050092073
,,0.957,27.8,1782050092157
,,0.968,27.8,1782050092244
,,0.957,27.8,1782050092341
,,0.968,27.8,1782050092405
,,0.957,27.8,1782050092488
,,0.957,27.8,1782050092571
,,0.957,27.8,1782050092655
,,0.957,27.8,1782050092737
,,0.937,27.8,1782050092821
,,0.926,27.8,1782050092903
,,0.926,27.8,1782050092986
44.161743333333334,8.334936666666666,0.937,0.0,1782050093000
,,0.937,27.8,1782050093070
,,0.926,27.8,1782050093153
,,0.926,27.8,1782050093252
,,0.937,27.8,1782050093319
,,0.947,27.8,1782050093402
,,0.968,27.8,1782050093485
,,0.989,27.8,1782050093569
,,1.009,27.8,1782050093652
,,1.030,27.8,1782050093735
,,1.051,27.8,1782050093822
,,1.062,27.8,1782050093901
,,1.030,27.8,1782050093985
44.161745,8.334936666666666,0.999,0.0,1782050094000
,,0.999,27.8,1782050094069
,,0.957,27.8,1782050094152
,,0.947,27.8,1782050094235
,,0.905,27.8,1782050094314
,,0.905,27.8,1782050094480
,,0.833,27.8,1782050094563
,,0.760,27.8,1782050094646
,,0.676,27.8,1782050094744
,,0.614,27.8,1782050094895
,,0.614,27.8,1782050094978
44.16174666666667,8.334936666666666,0.614,0.0,1782050095000
,,0.614,27.8,1782050095061
,,0.656,27.8,1782050095144
,,0.645,27.8,1782050095227
,,0.656,27.8,1782050095340
,,0.614,27.8,1782050095393
,,0.666,27.8,1782050095540
,,0.656,27.8,1782050095564
,,0.739,27.8,1782050095744
,,0.812,27.8,1782050095745
,,0.864,27.8,1782050095846
44.16174666666667,8.334936666666666,0.916,0.0,1782050096000
,,0.916,27.8,1782050096154
,,0.885,27.8,1782050096155
,,0.864,27.8,1782050096155
,,0.833,27.8,1782050096240
,,0.864,27.8,1782050096355
,,0.885,27.8,1782050096390
,,0.905,27.8,1782050096475
,,0.864,27.8,1782050096555
,,0.853,27.8,1782050096638
,,0.801,27.8,1782050096721
,,0.760,27.8,1782050096804
,,0.749,27.8,1782050096887
,,0.739,27.8,1782050096970
44.161745,8.334935,0.770,0.0,1782050097000
,,0.770,27.8,1782050097053
,,0.791,27.8,1782050097141
,,0.801,27.8,1782050097221
,,0.770,27.8,1782050097302
,,0.791,27.8,1782050097392
,,0.812,27.8,1782050097468
,,0.833,27.8,1782050097552
,,0.864,27.8,1782050097635
,,0.864,27.8,1782050097744
,,0.885,27.8,1782050097801
,,0.874,27.8,1782050097886
,,0.895,27.8,1782050097971
44.16174666666667,8.334933333333334,0.905,0.0,1782050098000
,,0.905,27.8,1782050098053
,,0.926,27.8,1782050098136
,,0.905,27.8,1782050098218
,,0.895,27.8,1782050098298
,,0.864,27.8,1782050098381
,,0.843,27.8,1782050098469
,,0.853,27.8,1782050098547
,,0.864,27.8,1782050098637
,,0.874,27.8,1782050098714
,,0.885,27.8,1782050098796
,,0.864,27.8,1782050098879
,,0.853,27.8,1782050098962
44.161745,8.334933333333334,0.874,0.0,1782050099000
,,0.874,27.8,1782050099045
,,0.885,27.8,1782050099130
,,0.885,27.8,1782050099222
,,0.895,27.8,1782050099297
,,0.916,27.8,1782050099377
,,0.937,27.8,1782050099460
,,0.947,27.8,1782050099543
,,0.947,27.8,1782050099626
,,0.947,27.8,1782050099709
,,0.968,27.8,1782050099876
,,0.989,27.8,1782050099958
44.161745,8.334933333333334,1.009,0.0,1782050100000
,,1.009,27.8,1782050100041
,,0.999,27.8,1782050100144
,,0.999,27.8,1782050100207
,,1.009,27.8,1782050100290
,,1.020,27.8,1782050100373
,,1.020,27.8,1782050100456
,,1.041,27.8,1782050100539
,,1.051,27.8,1782050100622
,,1.072,27.8,1782050100706
,,1.062,27.8,1782050100798
,,1.062,27.8,1782050100871
,,1.062,27.8,1782050100954
44.16174833333333,8.334931666666668,1.062,0.0,1782050101000
,,1.062,27.8,1782050101053
,,1.020,27.8,1782050101120
,,0.968,27.8,1782050101203
,,0.937,27.8,1782050101286
,,0.885,27.8,1782050101370
,,0.812,27.8,1782050101538
,,0.749,27.8,1782050101641
,,0.687,27.8,1782050101702
,,0.635,27.8,1782050101785
,,0.656,27.8,1782050101870
,,0.656,27.8,1782050101953
44.16174666666667,8.334931666666668,0.666,0.0,1782050102000
,,0.666,27.8,1782050102036
,,0.656,27.8,1782050102116
,,0.718,27.8,1782050102203
,,0.781,27.8,1782050102307
,,0.822,27.8,1782050102365
,,0.885,27.8,1782050102448
,,0.947,27.8,1782050102543
,,0.999,27.8,1782050102708
,,1.041,27.8,1782050102708
,,1.103,27.8,1782050102841
,,1.072,27.8,1782050102863
44.16174666666667,8.334931666666668,1.072,0.0,1782050103000
,,1.072,27.8,1782050103015
,,1.072,27.8,1782050103036
,,1.062,27.8,1782050103136
,,1.030,27.8,1782050103197
,,0.978,27.8,1782050103322
,,0.937,27.8,1782050103361
,,0.895,27.8,1782050103527
,,0.864,27.8,1782050103527
,,0.833,27.8,1782050103629
,,0.801,27.8,1782050103741
,,0.781,27.8,1782050103776
,,0.791,27.8,1782050103903
,,0.822,27.8,1782050103942
44.16174666666667,8.334933333333334,0.853,0.0,1782050104000
,,0.853,27.8,1782050104047
,,0.885,27.8,1782050104108
,,0.916,27.8,1782050104196
,,0.937,27.8,1782050104274
,,0.926,27.8,1782050104357
,,0.905,27.8,1782050104443
,,0.874,27.8,1782050104523
,,0.833,27.8,1782050104606
,,0.781,27.8,1782050104692
,,0.728,27.8,1782050104772
,,0.687,27.8,1782050104859
,,0.676,27.8,1782050104960
44.16174833333333,8.334931666666668,0.687,0.0,1782050105000
,,0.687,27.8,1782050105021
,,0.676,27.8,1782050105108
,,0.676,27.8,1782050105187
,,0.645,27.8,1782050105270
,,0.656,27.8,1782050105355
,,0.645,27.8,1782050105438
,,0.645,27.8,1782050105522
,,0.635,27.8,1782050105604
,,0.645,27.8,1782050105686
,,0.624,27.8,1782050105770
,,0.635,27.8,1782050105853
,,0.583,27.8,1782050105938
44.16175,8.334930000000002,0.583,0.0,1782050106000
,,0.583,27.8,1782050106020
,,0.604,27.8,1782050106100
,,0.593,27.8,1782050106183
,,0.614,27.8,1782050106266
,,0.645,27.8,1782050106353
,,0.666,27.8,1782050106441
,,0.708,27.8,1782050106515
,,0.749,27.8,1782050106598
,,0.781,27.8,1782050106682
,,0.833,27.8,1782050106764
,,0.874,27.8,1782050106847
,,0.885,27.6,1782050106933
44.16175166666667,8.334930000000002,0.833,0.0,1782050107000
,,0.833,27.6,1782050107021
,,0.801,27.6,1782050107096
,,0.770,27.6,1782050107179
,,0.708,27.6,1782050107262
,,0.656,27.6,1782050107345
,,0.593,27.6,1782050107428
,,0.510,27.6,1782050107512
,,0.416,27.6,1782050107594
,,0.312,27.6,1782050107678
,,0.219,27.6,1782050107760
,,0.125,27.6,1782050107843
,,0.104,27.6,1782050107940
44.16175333333334,8.334930000000002,0.125,0.0,1782050108000
,,0.125,27.6,1782050108040
,,0.156,27.6,1782050108093
,,0.167,27.6,1782050108241
,,0.208,27.6,1782050108261
,,0.239,27.6,1782050108442
,,0.260,27.6,1782050108442
,,0.302,27.6,1782050108544
,,0.343,27.6,1782050108589
,,0.354,27.6,1782050108713
,,0.364,27.6,1782050108756
,,0.385,27.6,1782050108842
44.16175333333334,8.334930000000002,0.354,0.0,1782050109000
,,0.354,27.6,1782050109172
,,0.323,27.6,1782050109446
,,0.302,27.6,1782050109504
,,0.271,27.6,1782050109671
,,0.250,27.6,1782050109754
44.16175333333334,8.334928333333332,0.219,0.0,1782050110000
,,0.219,27.8,1782050110004
,,0.177,27.8,1782050110084
,,0.156,27.8,1782050110167
,,0.167,27.8,1782050110250
,,0.167,27.8,1782050110346
,,0.177,27.8,1782050110417
,,0.177,27.8,1782050110499
,,0.187,27.8,1782050110582
,,0.219,27.8,1782050110665
,,0.239,27.8,1782050110748
,,0.250,27.8,1782050110943
,,0.312,27.8,1782050110997
44.16175333333334,8.334928333333332,0.312,0.0,1782050111000
,,0.312,27.8,1782050111080
,,0.343,27.8,1782050111163
,,0.343,27.8,1782050111258
,,0.354,27.8,1782050111329
,,0.354,27.8,1782050111412
,,0.364,27.8,1782050111497
,,0.354,27.8,1782050111578
,,0.343,27.8,1782050111661
,,0.323,27.8,1782050111744
,,0.291,27.8,1782050111844
,,0.291,27.8,1782050111910
,,0.229,27.8,1782050111993
44.16175,8.334930000000002,0.239,0.0,1782050112000
,,0.239,27.8,1782050112076
,,0.208,27.8,1782050112159
,,0.208,27.8,1782050112242
,,0.219,27.8,1782050112325
,,0.208,27.8,1782050112408
,,0.208,27.8,1782050112494
,,0.208,27.8,1782050112574
,,0.208,27.8,1782050112662
,,0.219,27.8,1782050112745
,,0.219,27.8,1782050112823
,,0.219,27.6,1782050112907
,,0.239,27.6,1782050112989
44.16174833333333,8.334930000000002,0.229,0.0,1782050113000
,,0.229,27.6,1782050113072
,,0.229,27.6,1782050113156
,,0.219,27.6,1782050113239
,,0.219,27.6,1782050113406
,,0.208,27.6,1782050113490
,,0.208,27.6,1782050113573
,,0.208,27.6,1782050113656
,,0.187,27.6,1782050113739
,,0.198,27.6,1782050113822
,,0.198,27.6,1782050113902
44.16175,8.334930000000002,0.198,0.0,1782050114000
,,0.198,27.6,1782050114068
,,0.198,27.6,1782050114157
,,0.198,27.6,1782050114241
,,0.198,27.6,1782050114317
,,0.198,27.6,1782050114400
,,0.187,27.6,1782050114484
44.16175,8.334933333333334,0.187,0.0,1782050115000
,,0.187,27.6,1782050115479
,,0.187,27.6,1782050115562
,,0.187,27.6,1782050115645
,,0.177,27.6,1782050115742
,,0.177,27.6,1782050115811
,,0.177,27.6,1782050115894
,,0.156,27.6,1782050115977
44.16174833333333,8.334933333333334,0.156,0.0,1782050116000
,,0.156,27.6,1782050116143
,,0.146,27.6,1782050117863
,,0.146,27.6,1782050117893
44.16175,8.334933333333334,0.156,0.0,1782050118000
,,0.156,27.6,1782050118068
,,0.167,27.6,1782050118068
,,0.167,27.6,1782050118375
,,0.177,27.6,1782050118402
,,0.187,27.6,1782050118477
,,0.208,27.6,1782050118581
,,0.219,27.6,1782050118633
,,0.229,27.6,1782050118785
,,0.229,27.6,1782050118812
,,0.229,27.6,1782050118890
,,0.239,27.8,1782050118964
44.16174666666667,8.334931666666668,0.250,0.0,1782050119000
,,0.250,27.8,1782050119047
,,0.250,27.8,1782050119130
,,0.271,27.8,1782050119214
,,0.281,27.8,1782050119297
,,0.333,27.8,1782050119463
,,0.385,27.8,1782050119546
,,0.395,27.8,1782050119636
,,0.406,27.8,1782050119712
,,0.395,27.8,1782050119795
,,0.406,27.8,1782050119878
,,0.448,27.8,1782050119961
44.161745,8.334930000000002,0.500,0.0,1782050120000
,,0.500,27.8,1782050120045
,,0.489,27.8,1782050120127
,,0.520,27.8,1782050120241
,,0.500,27.8,1782050120294
,,0.510,27.8,1782050120377
,,0.437,27.8,1782050120460
,,0.416,27.8,1782050120543
,,0.468,27.8,1782050120625
,,0.510,27.8,1782050120708
,,0.572,27.8,1782050120791
,,0.614,27.8,1782050120874
,,0.614,27.8,1782050120958
44.161743333333334,8.334930000000002,0.614,0.0,1782050121000
,,0.614,27.8,1782050121041
,,0.666,27.8,1782050121144
,,0.687,27.8,1782050121207
,,0.728,27.8,1782050121345
,,0.760,27.8,1782050121373
,,0.843,27.8,1782050121551
,,0.874,27.8,1782050121552
,,0.874,27.8,1782050121757
,,0.874,27.8,1782050121758
,,0.853,27.8,1782050121793
,,0.843,27.6,1782050121903
,,0.853,27.6,1782050121953
44.161743333333334,8.334931666666668,0.864,0.0,1782050122000
,,0.864,27.6,1782050122041
,,0.833,27.6,1782050122207
,,0.812,27.6,1782050122286
,,0.801,27.6,1782050122369
,,0.801,27.6,1782050122452
,,0.791,27.6,1782050122536
,,0.812,27.6,1782050122625
,,0.812,27.6,1782050122701
,,0.812,27.6,1782050122784
,,0.843,27.6,1782050122867
,,0.853,27.6,1782050122949
44.161741666666664,8.334931666666668,0.874,0.0,1782050123000
,,0.874,27.6,1782050123116
,,0.895,27.6,1782050123199
,,0.916,27.6,1782050123282
,,0.926,27.6,1782050123365
,,0.926,27.6,1782050123448
,,0.926,27.6,1782050123541
,,0.937,27.6,1782050123613
,,0.947,27.6,1782050123697
,,0.947,27.6,1782050123780
,,0.947,27.6,1782050123862
,,0.947,27.6,1782050123947
44.161739999999995,8.334933333333334,0.947,0.0,1782050124000
,,0.947,27.6,1782050124028
,,0.937,27.6,1782050124142
,,0.937,27.6,1782050124199
,,0.926,27.6,1782050124278
,,0.926,27.6,1782050124360
,,0.916,27.6,1782050124443
,,0.916,27.6,1782050124526
,,0.905,27.6,1782050124609
,,0.895,27.6,1782050124693
,,0.895,27.6,1782050124775
,,0.895,27.6,1782050124859
,,0.895,27.8,1782050124942
44.16173833333334,8.334935,0.895,0.0,1782050125000
,,0.895,27.8,1782050125043
,,0.895,27.8,1782050125149
,,0.895,27.8,1782050125190
,,0.905,27.8,1782050125274
,,0.905,27.8,1782050125365
,,0.916,27.8,1782050125442
,,0.916,27.8,1782050125524
,,0.926,27.8,1782050125608
,,0.968,27.8,1782050125691
,,0.978,27.8,1782050125775
,,0.978,27.8,1782050125858
,,0.968,27.8,1782050125943
44.161739999999995,8.334936666666666,0.968,0.0,1782050126000
,,0.968,27.8,1782050126020
,,0.968,27.8,1782050126103
,,0.968,27.8,1782050126186
,,0.968,27.8,1782050126270
,,0.968,27.8,1782050126353
,,0.989,27.8,1782050126436
,,1.009,27.8,1782050126529
,,0.999,27.8,1782050126619
,,0.957,27.8,1782050126686
,,0.947,27.8,1782050126767
,,0.947,27.8,1782050126850
,,0.957,27.8,1782050126936
44.161739999999995,8.334938333333334,0.978,0.0,1782050127000
,,0.978,27.8,1782050127016
,,0.999,27.8,1782050127099
,,1.020,27.8,1782050127182
,,1.051,27.8,1782050127265
,,1.062,27.8,1782050127350
,,1.041,27.8,1782050127442
,,1.009,27.8,1782050127515
,,1.009,27.8,1782050127597
,,1.030,27.8,1782050127680
,,1.041,27.8,1782050127764
,,1.062,27.8,1782050127847
,,1.082,27.6,1782050127930
44.16173833333334,8.334938333333334,1.082,0.0,1782050128000
,,1.082,27.6,1782050128045
,,1.082,27.6,1782050128095
,,1.062,27.6,1782050128179
,,1.051,27.6,1782050128261
,,1.041,27.6,1782050128345
,,1.072,27.6,1782050128429
,,1.103,27.6,1782050128511
,,1.124,27.6,1782050128593
,,1.155,27.6,1782050128676
,,1.176,27.6,1782050128759
,,1.166,27.6,1782050128843
,,1.155,27.6,1782050128949
44.16173833333334,8.33494,1.166,0.0,1782050129000
,,1.166,27.6,1782050129010
,,1.166,27.6,1782050129092
,,1.166,27.6,1782050129180
,,1.186,27.6,1782050129258
,,1.197,27.6,1782050129342
,,1.186,27.6,1782050129426
,,1.186,27.6,1782050129509
,,1.176,27.6,1782050129592
,,1.155,27.6,1782050129675
,,1.134,27.6,1782050129759
,,1.145,27.6,1782050129858
,,1.145,27.6,1782050129946
44.16173833333334,8.33494,1.155,0.0,1782050130000
,,1.155,27.6,1782050130004
,,1.166,27.6,1782050130151
,,1.166,27.6,1782050130174
,,1.176,27.6,1782050130464
,,1.186,27.6,1782050130464
,,1.197,27.6,1782050130465
,,1.207,27.6,1782050130510
,,1.207,27.6,1782050130586
,,1.207,27.6,1782050130669
,,1.207,27.6,1782050130752
,,1.218,27.6,1782050130835
,,1.228,27.6,1782050130918
44.16173833333334,8.334938333333334,1.238,0.0,1782050131000
,,1.238,27.6,1782050131001
,,1.238,27.6,1782050131084
,,1.238,27.6,1782050131167
,,1.238,27.6,1782050131250
,,1.238,27.6,1782050131345
,,1.228,27.6,1782050131416
,,1.228,27.6,1782050131502
,,1.218,27.6,1782050131582
,,1.207,27.6,1782050131665
,,1.207,27.6,1782050131792
,,1.207,27.6,1782050131831
44.16173833333334,8.334936666666666,1.218,0.0,1782050132000
,,1.218,27.6,1782050132097
,,1.197,27.6,1782050132098
,,1.207,27.6,1782050132098
,,1.207,27.6,1782050132301
,,1.207,27.6,1782050132302
,,1.207,27.6,1782050132335
,,1.207,27.6,1782050132412
,,1.207,27.6,1782050132495
,,1.186,27.6,1782050132578
,,1.176,27.6,1782050132661
,,1.155,27.6,1782050132743
,,1.145,27.6,1782050132849
,,1.134,27.6,1782050132910
,,1.145,27.6,1782050132992
44.16173833333334,8.334938333333334,1.124,0.0,1782050133000
,,1.124,27.6,1782050133075
,,1.103,27.6,1782050133159
,,1.082,27.6,1782050133242
,,1.062,27.6,1782050133326
,,1.030,27.6,1782050133408
,,1.009,27.6,1782050133492
,,1.009,27.6,1782050133575
,,0.999,27.6,1782050133659
,,1.009,27.6,1782050133745
,,0.989,27.6,1782050133910
,,0.978,27.6,1782050133988
44.16173833333334,8.334936666666666,0.957,0.0,1782050134000
,,0.957,27.6,1782050134072
,,0.947,27.6,1782050134154
,,0.926,27.6,1782050134237
,,0.926,27.6,1782050134349
,,0.905,27.6,1782050134403
,,0.905,27.6,1782050134555
,,0.895,27.6,1782050134580
,,0.885,27.6,1782050134659
,,0.916,27.6,1782050134759
,,0.895,27.6,1782050134818
,,0.885,27.6,1782050134966
,,0.874,27.6,1782050134989
44.16173833333334,8.334933333333334,0.874,0.0,1782050135000
,,0.874,27.6,1782050135377
,,0.853,27.6,1782050135377
,,0.853,27.6,1782050135378
,,0.853,27.6,1782050135378
,,0.853,27.6,1782050135447
,,0.864,27.6,1782050135482
,,0.843,27.6,1782050135579
,,0.822,27.6,1782050135734
,,0.760,27.6,1782050135886
,,0.749,27.6,1782050135912
,,0.739,27.6,1782050135992
44.161741666666664,8.334933333333334,0.728,0.0,1782050136000
,,0.728,27.6,1782050136194
,,0.728,27.6,1782050136194
,,0.728,27.6,1782050136230
,,0.718,27.6,1782050136397
,,0.708,27.6,1782050136398
,,0.708,27.6,1782050136500
,,0.708,27.6,1782050136561
,,0.708,27.6,1782050136705
,,0.708,27.6,1782050136742
,,0.739,27.6,1782050136927
,,0.739,27.6,1782050136927
,,0.770,27.6,1782050136977
44.161739999999995,8.334933333333334,0.770,0.0,1782050137000
,,0.770,27.6,1782050137059
,,0.781,27.6,1782050137143
,,0.791,27.6,1782050137226
,,0.791,27.6,1782050137309
,,0.791,27.6,1782050137393
,,0.760,27.6,1782050137477
,,0.760,27.6,1782050137559
,,0.770,27.6,1782050137643
,,0.770,27.6,1782050137726
,,0.770,27.6,1782050137809
,,0.760,27.6,1782050137893
,,0.749,27.6,1782050137972
44.16173333333333,8.334931666666668,0.749,0.0,1782050138000
,,0.749,27.6,1782050138055
,,0.749,27.6,1782050138142
,,0.760,27.6,1782050138304
,,0.760,27.6,1782050138392
,,0.770,27.6,1782050138471
,,0.770,27.6,1782050138553
,,0.770,27.6,1782050138636
,,0.760,27.6,1782050138719
,,0.760,27.6,1782050138802
,,0.770,27.6,1782050138885
,,0.791,27.6,1782050138968
44.161731666666675,8.334933333333334,0.791,0.0,1782050139000
,,0.791,27.6,1782050139051
,,0.812,27.6,1782050139138
,,0.822,27.6,1782050139217
,,0.812,27.6,1782050139300
,,0.822,27.6,1782050139383
,,0.822,27.6,1782050139469
,,0.833,27.6,1782050139572
,,0.843,27.6,1782050139777
,,0.864,27.6,1782050139801
,,0.853,27.6,1782050139918
,,0.853,27.6,1782050139964
44.16172666666667,8.334935,0.853,0.0,1782050140000
,,0.853,27.6,1782050140047
,,0.843,27.6,1782050140130
,,0.843,27.6,1782050140213
,,0.843,27.6,1782050140296
,,0.853,27.6,1782050140379
,,0.853,27.6,1782050140462
,,0.853,27.6,1782050140545
,,0.864,27.6,1782050140643
,,0.885,27.6,1782050140711
,,0.905,27.6,1782050140794
,,0.916,27.6,1782050140877
,,0.916,27.6,1782050140960
44.16172666666667,8.334938333333334,0.916,0.0,1782050141000
,,0.916,27.6,1782050141045
,,0.916,27.6,1782050141127
,,0.926,27.6,1782050141244
,,0.926,27.6,1782050141293
,,0.937,27.6,1782050141377
,,0.926,27.6,1782050141460
,,0.947,27.6,1782050141546
,,0.989,27.6,1782050141627
,,0.968,27.6,1782050141710
,,0.968,27.6,1782050141794
,,0.999,27.6,1782050141877
44.16172333333334,8.334941666666667,1.041,0.0,1782050142000
,,1.041,27.6,1782050142043
,,1.062,27.6,1782050142143
,,1.103,27.6,1782050142234
,,1.124,27.6,1782050142288
,,1.145,27.6,1782050142443
,,1.166,27.6,1782050142464
,,1.186,27.6,1782050142556
,,1.186,27.6,1782050142644
,,1.176,27.6,1782050142704
,,1.176,27.6,1782050142787
,,1.186,27.6,1782050142870
,,1.176,27.6,1782050142953
44.161725,8.334941666666667,1.166,0.0,1782050143000
