latitude,longtitude,depth,temperature,time
,,3.632,27.6,1782050386067
,,3.642,27.6,1782050386154
,,3.642,27.6,1782050386233
,,3.653,27.6,1782050386317
,,3.653,27.6,1782050386400
,,3.663,27.6,1782050386566
,,3.653,27.6,1782050386649
,,3.663,27.6,1782050386739
,,3.674,27.6,1782050386815
,,3.674,27.6,1782050386898
,,3.642,27.6,1782050386980
44.161786666666664,8.336348333333332,3.653,0.0,1782050387000
,,3.653,27.6,1782050387064
,,3.622,27.6,1782050387146
,,3.601,27.6,1782050387238
,,3.601,27.6,1782050387339
,,3.580,27.6,1782050387396
,,3.570,27.6,1782050387479
,,3.549,27.6,1782050387561
,,3.559,27.6,1782050387645
,,3.559,27.6,1782050387743
,,3.559,27.6,1782050387811
,,3.570,27.6,1782050387894
,,3.580,27.6,1782050387977
44.16179166666667,8.336350000000001,3.570,0.0,1782050388000
,,3.570,27.6,1782050388060
,,3.538,27.6,1782050388142
,,3.538,27.6,1782050388237
,,3.518,27.6,1782050388308
,,3.518,27.6,1782050388391
,,3.518,27.6,1782050388476
,,3.486,27.6,1782050388557
,,3.455,27.6,1782050388641
,,3.434,27.6,1782050388723
,,3.403,27.6,1782050388840
,,3.372,27.6,1782050388889
,,3.341,27.8,1782050388972
44.161795,8.336353333333333,3.351,0.0,1782050389000
,,3.351,27.8,1782050389223
,,3.341,27.8,1782050389327
,,3.320,27.8,1782050389387
,,3.320,27.8,1782050389494
,,3.299,27.8,1782050389554
,,3.257,27.8,1782050389637
,,3.216,27.8,1782050389740
,,3.195,27.8,1782050389803
,,3.153,27.8,1782050389887
44.16180166666666,8.336356666666667,3.143,0.0,1782050390000
,,3.143,27.8,1782050390055
,,3.164,27.8,1782050390136
,,3.164,27.8,1782050390217
,,3.153,27.8,1782050390304
,,3.164,27.8,1782050390383
,,3.164,27.8,1782050390466
,,3.153,27.8,1782050390549
,,3.174,27.8,1782050390637
,,3.195,27.8,1782050390715
,,3.226,27.8,1782050390798
,,3.257,27.8,1782050390881
,,3.299,27.8,1782050390967
44.161808333333326,8.33636,3.351,0.0,1782050391000
,,3.351,27.8,1782050391047
,,3.341,27.8,1782050391130
,,3.341,27.8,1782050391253
,,3.361,27.8,1782050391297
,,3.341,27.8,1782050391379
,,3.351,27.8,1782050391463
,,3.361,27.8,1782050391545
,,3.341,27.8,1782050391630
,,3.330,27.8,1782050391712
,,3.299,27.8,1782050391795
,,3.278,27.8,1782050391878
,,3.268,27.6,1782050391961
44.161815,8.336365,3.278,0.0,1782050392000
,,3.278,27.6,1782050392044
,,3.278,27.6,1782050392140
,,3.247,27.6,1782050392210
,,3.237,27.6,1782050392294
,,3.247,27.6,1782050392376
,,3.247,27.6,1782050392459
,,3.237,27.6,1782050392542
,,3.268,27.6,1782050392627
,,3.278,27.6,1782050392791
,,3.309,27.6,1782050392874
,,3.320,27.6,1782050392957
44.161820000000006,8.336369999999999,3.320,0.0,1782050393000
,,3.320,27.6,1782050393040
,,3.330,27.6,1782050393123
,,3.372,27.6,1782050393206
,,3.413,27.6,1782050393289
,,3.445,27.6,1782050393372
,,3.434,27.6,1782050393455
,,3.424,27.6,1782050393538
,,3.413,27.6,1782050393647
,,3.382,27.6,1782050393704
,,3.330,27.6,1782050393837
,,3.278,27.6,1782050393870
44.16182666666667,8.336375,3.237,0.0,1782050394000
,,3.237,27.6,1782050394039
,,3.195,27.6,1782050394057
,,3.153,27.6,1782050394119
,,3.091,27.6,1782050394237
,,3.049,27.6,1782050394286
,,3.008,27.6,1782050394369
,,3.018,27.6,1782050394453
,,3.039,27.6,1782050394537
,,3.049,27.6,1782050394620
,,3.091,27.6,1782050394703
,,3.112,27.6,1782050394786
,,3.153,27.6,1782050394869
,,3.205,27.6,1782050394948
44.161833333333334,8.33638,3.268,0.0,1782050395000
,,3.268,27.6,1782050395032
,,3.320,27.6,1782050395139
,,3.361,27.6,1782050395198
,,3.382,27.6,1782050395281
,,3.413,27.6,1782050395364
,,3.403,27.6,1782050395454
,,3.382,27.6,1782050395530
,,3.372,27.6,1782050395613
,,3.341,27.6,1782050395696
,,3.341,27.6,1782050395779
,,3.341,27.6,1782050395862
,,3.320,27.6,1782050395945
44.16183833333333,8.336383333333334,3.309,0.0,1782050396000
,,3.309,27.6,1782050396039
,,3.299,27.6,1782050396111
,,3.268,27.6,1782050396194
,,3.257,27.6,1782050396277
,,3.268,27.6,1782050396360
,,3.278,27.6,1782050396443
,,3.278,27.6,1782050396529
,,3.289,27.6,1782050396641
,,3.289,27.6,1782050396704
,,3.278,27.6,1782050396805
,,3.268,27.6,1782050396858
44.16184333333334,8.336388333333334,3.247,0.0,1782050397000
,,3.247,27.6,1782050397008
,,3.226,27.6,1782050397033
,,3.205,27.6,1782050397190
,,3.216,27.6,1782050397315
,,3.216,27.6,1782050397356
,,3.195,27.6,1782050397538
,,3.164,27.6,1782050397538
,,3.174,27.6,1782050397605
,,3.174,27.6,1782050397688
,,3.174,27.6,1782050397771
,,3.195,27.6,1782050397854
,,3.195,27.6,1782050397936
44.16184833333333,8.336395000000001,3.205,0.0,1782050398000
,,3.205,27.6,1782050398020
,,3.216,27.6,1782050398104
,,3.237,27.6,1782050398186
,,3.226,27.6,1782050398269
,,3.226,27.6,1782050398353
,,3.226,27.6,1782050398436
,,3.247,27.6,1782050398519
,,3.216,27.6,1782050398602
,,3.185,27.6,1782050398686
,,3.164,27.6,1782050398769
,,3.153,27.6,1782050398852
,,3.133,27.6,1782050398936
44.161853333333326,8.336398333333333,3.153,0.0,1782050399000
,,3.153,27.6,1782050399040
,,3.143,27.6,1782050399101
,,3.143,27.6,1782050399182
,,3.153,27.6,1782050399265
,,3.164,27.6,1782050399348
,,3.185,27.6,1782050399431
,,3.185,27.6,1782050399514
,,3.237,27.6,1782050399597
,,3.257,27.6,1782050399680
,,3.299,27.6,1782050399768
,,3.341,27.6,1782050399847
,,3.361,27.6,1782050399941
44.16185833333334,8.336403333333333,3.382,0.0,1782050400000
,,3.382,27.6,1782050400012
,,3.403,27.6,1782050400095
,,3.434,27.6,1782050400178
,,3.434,27.6,1782050400261
,,3.445,27.6,1782050400344
,,3.445,27.6,1782050400427
,,3.445,27.6,1782050400560
,,3.445,27.6,1782050400594
,,3.445,27.6,1782050400676
,,3.445,27.6,1782050400759
,,3.424,27.6,1782050400842
,,3.434,27.6,1782050400925
44.161865000000006,8.336408333333333,3.434,0.0,1782050401000
,,3.434,27.6,1782050401009
,,3.424,27.6,1782050401091
,,3.403,27.6,1782050401174
,,3.403,27.6,1782050401258
,,3.372,27.6,1782050401340
,,3.330,27.6,1782050401436
,,3.309,27.6,1782050401506
,,3.309,27.6,1782050401589
,,3.299,27.6,1782050401672
,,3.309,27.6,1782050401755
,,3.309,27.6,1782050401838
44.16187,8.336416666666667,3.289,0.0,1782050402000
,,3.289,27.6,1782050402004
,,3.278,27.6,1782050402087
,,3.278,27.6,1782050402170
,,3.289,27.6,1782050402253
,,3.289,27.6,1782050402341
,,3.309,27.6,1782050402419
,,3.361,27.6,1782050402503
,,3.382,27.6,1782050402585
,,3.403,27.6,1782050402668
,,3.403,27.6,1782050402752
,,3.403,27.6,1782050402835
,,3.403,27.6,1782050402942
44.161874999999995,8.336423333333332,3.403,0.0,1782050403000
,,3.403,27.6,1782050403002
,,3.393,27.6,1782050403103
,,3.393,27.6,1782050403168
,,3.403,27.6,1782050403254
,,3.403,27.6,1782050403356
,,3.403,27.6,1782050403415
,,3.372,27.6,1782050403502
,,3.372,27.6,1782050403581
,,3.351,27.6,1782050403664
,,3.341,27.6,1782050403747
,,3.341,27.6,1782050403839
,,3.341,27.6,1782050403913
,,3.330,27.6,1782050403996
44.161878333333334,8.336433333333334,3.341,0.0,1782050404000
,,3.341,27.6,1782050404079
,,3.351,27.6,1782050404162
,,3.361,27.6,1782050404247
,,3.361,27.6,1782050404328
,,3.361,27.6,1782050404445
,,3.372,27.6,1782050404494
,,3.382,27.6,1782050404577
,,3.361,27.6,1782050404660
,,3.361,27.6,1782050404744
,,3.351,27.6,1782050404826
,,3.351,27.6,1782050404909
,,3.309,27.6,1782050404992
44.16188333333333,8.336440000000001,3.278,0.0,1782050405000
,,3.278,27.6,1782050405075
,,3.237,27.6,1782050405158
,,3.205,27.6,1782050405241
,,3.153,27.6,1782050405337
,,3.112,27.6,1782050405407
,,3.070,27.6,1782050405490
,,3.018,27.6,1782050405573
,,3.008,27.6,1782050405663
,,2.966,27.6,1782050405739
,,2.935,27.6,1782050405821
,,2.914,27.6,1782050405904
,,2.935,27.6,1782050405987
44.16188999999999,8.336445,2.976,0.0,1782050406000
,,2.976,27.6,1782050406070
,,3.018,27.6,1782050406153
,,2.997,27.6,1782050406252
,,3.018,27.6,1782050406319
,,3.049,27.6,1782050406402
,,3.070,27.6,1782050406486
,,3.122,27.6,1782050406569
,,3.133,27.6,1782050406652
,,3.164,27.6,1782050406736
,,3.195,27.6,1782050406838
,,3.205,27.6,1782050406902
,,3.205,27.6,1782050406986
44.16189166666666,8.336451666666667,3.185,0.0,1782050407000
,,3.185,27.6,1782050407069
,,3.164,27.6,1782050407152
,,3.195,27.6,1782050407236
,,3.195,27.6,1782050407319
,,3.185,27.6,1782050407402
,,3.185,27.6,1782050407485
,,3.164,27.6,1782050407564
,,3.174,27.6,1782050407647
,,3.174,27.6,1782050407740
,,3.195,27.6,1782050407814
,,3.195,27.6,1782050407897
,,3.164,27.6,1782050407980
44.16189666666667,8.336458333333333,3.174,0.0,1782050408000
,,3.174,27.6,1782050408063
,,3.205,27.6,1782050408146
,,3.216,27.6,1782050408229
,,3.216,27.6,1782050408395
,,3.226,27.6,1782050408478
,,3.247,27.6,1782050408561
,,3.247,27.6,1782050408644
,,3.257,27.6,1782050408727
,,3.257,27.6,1782050408810
,,3.226,27.6,1782050408893
,,3.247,27.6,1782050408976
44.16190166666667,8.336465,3.278,0.0,1782050409000
,,3.278,27.6,1782050409059
,,3.268,27.6,1782050409142
,,3.226,27.6,1782050409251
,,3.226,27.6,1782050409309
,,3.216,27.6,1782050409394
,,3.185,27.6,1782050409474
,,3.185,27.6,1782050409557
,,3.174,27.6,1782050409640
,,3.164,27.6,1782050409807
,,3.133,27.6,1782050409888
,,3.112,27.6,1782050409971
44.161905,8.33647,3.080,0.0,1782050410000
,,3.080,27.6,1782050410054
,,3.049,27.6,1782050410138
,,3.049,27.6,1782050410234
,,3.070,27.6,1782050410307
,,3.070,27.6,1782050410387
,,3.060,27.6,1782050410474
,,3.070,27.6,1782050410552
,,3.070,27.6,1782050410635
,,3.080,27.6,1782050410718
,,3.091,27.6,1782050410801
,,3.133,27.6,1782050410885
,,3.143,27.6,1782050410968
44.161910000000006,8.336475,3.174,0.0,1782050411000
,,3.174,27.6,1782050411051
,,3.185,27.6,1782050411134
,,3.195,27.6,1782050411251
,,3.174,27.6,1782050411301
,,3.153,27.6,1782050411384
,,3.133,27.6,1782050411468
,,3.133,27.6,1782050411551
,,3.122,27.6,1782050411635
,,3.112,27.6,1782050411717
,,3.101,27.6,1782050411801
,,3.080,27.6,1782050411885
,,3.070,27.6,1782050411964
44.161915,8.336478333333334,3.049,0.0,1782050412000
,,3.049,27.6,1782050412063
,,3.039,27.6,1782050412219
,,3.049,27.6,1782050412370
,,3.039,27.6,1782050412395
,,3.060,27.6,1782050412471
,,3.070,27.6,1782050412572
,,3.101,27.6,1782050412627
,,3.112,27.6,1782050412777
,,3.112,27.6,1782050412801
,,3.122,27.6,1782050412877
,,3.133,27.6,1782050412960
44.16191833333334,8.336483333333332,3.133,0.0,1782050413000
,,3.133,27.6,1782050413043
,,3.153,27.6,1782050413209
,,3.153,27.6,1782050413292
,,3.164,27.6,1782050413375
,,3.174,27.6,1782050413458
,,3.174,27.6,1782050413541
,,3.164,27.6,1782050413624
,,3.143,27.6,1782050413734
,,3.133,27.6,1782050413789
,,3.153,27.6,1782050413873
,,3.153,27.6,1782050413956
44.161923333333334,8.336488333333334,3.174,0.0,1782050414000
,,3.174,27.6,1782050414039
,,3.185,27.6,1782050414122
,,3.195,27.6,1782050414204
,,3.205,27.6,1782050414288
,,3.205,27.6,1782050414371
,,3.195,27.6,1782050414454
,,3.205,27.6,1782050414538
,,3.216,27.6,1782050414659
,,3.237,27.6,1782050414703
,,3.268,27.6,1782050414786
,,3.268,27.6,1782050414869
,,3.247,27.6,1782050414952
44.16192666666667,8.336493333333333,3.226,0.0,1782050415000
,,3.226,27.6,1782050415035
,,3.226,27.6,1782050415119
,,3.226,27.6,1782050415200
,,3.237,27.6,1782050415294
,,3.237,27.6,1782050415367
,,3.237,27.6,1782050415450
,,3.247,27.6,1782050415534
,,3.237,27.6,1782050415617
,,3.216,27.6,1782050415700
,,3.216,27.6,1782050415783
,,3.205,27.6,1782050415866
,,3.226,27.6,1782050415949
44.16192833333333,8.336496666666667,3.237,0.0,1782050416000
,,3.237,27.6,1782050416034
,,3.247,27.6,1782050416135
,,3.237,27.6,1782050416199
,,3.257,27.6,1782050416283
,,3.268,27.6,1782050416366
,,3.268,27.6,1782050416446
,,3.268,27.6,1782050416529
,,3.268,27.6,1782050416612
,,3.278,27.6,1782050416695
,,3.257,27.6,1782050416778
,,3.247,27.6,1782050416861
,,3.226,27.6,1782050416944
44.16193,8.336500000000001,3.216,0.0,1782050417000
,,3.216,27.6,1782050417036
,,3.185,27.6,1782050417110
,,3.185,27.6,1782050417193
,,3.185,27.6,1782050417275
,,3.195,27.6,1782050417359
,,3.195,27.6,1782050417442
,,3.205,27.6,1782050417639
,,3.226,27.6,1782050417691
,,3.195,27.6,1782050417774
,,3.185,27.6,1782050417857
,,3.174,27.6,1782050417940
44.16193333333334,8.336503333333333,3.205,0.0,1782050418000
,,3.205,27.6,1782050418023
,,3.216,27.6,1782050418106
,,3.247,27.6,1782050418189
,,3.257,27.6,1782050418272
,,3.278,27.6,1782050418355
,,3.278,27.6,1782050418438
,,3.278,27.6,1782050418533
,,3.268,27.6,1782050418604
,,3.268,27.6,1782050418687
,,3.299,27.6,1782050418770
,,3.320,27.6,1782050418853
,,3.341,27.6,1782050418936
44.16193499999999,8.336508333333335,3.309,0.0,1782050419000
,,3.309,27.6,1782050419019
,,3.299,27.6,1782050419102
,,3.278,27.6,1782050419194
,,3.257,27.6,1782050419268
,,3.247,27.6,1782050419351
,,3.226,27.6,1782050419437
,,3.216,27.6,1782050419517
,,3.216,27.6,1782050419600
,,3.216,27.6,1782050419683
,,3.205,27.6,1782050419765
,,3.205,27.6,1782050419849
,,3.195,27.6,1782050419932
44.16193833333333,8.336511666666667,3.205,0.0,1782050420000
,,3.205,27.6,1782050420037
,,3.195,27.6,1782050420098
,,3.205,27.6,1782050420182
,,3.216,27.6,1782050420265
,,3.205,27.6,1782050420349
,,3.247,27.6,1782050420432
,,3.278,27.6,1782050420514
,,3.289,27.6,1782050420598
,,3.299,27.6,1782050420682
,,3.289,27.6,1782050420765
,,3.278,27.6,1782050420848
,,3.278,27.6,1782050420935
44.16194,8.336515,3.278,0.0,1782050421000
,,3.278,27.6,1782050421023
,,3.268,27.6,1782050421094
,,3.268,27.6,1782050421176
,,3.268,27.6,1782050421260
,,3.278,27.6,1782050421343
,,3.268,27.6,1782050421426
,,3.268,27.6,1782050421533
,,3.257,27.6,1782050421592
,,3.268,27.6,1782050421758
,,3.247,27.6,1782050421841
,,3.237,27.6,1782050421924
44.16194166666667,8.336521666666666,3.237,0.0,1782050422000
,,3.237,27.6,1782050422007
,,3.226,27.6,1782050422090
,,3.226,27.6,1782050422173
,,3.216,27.6,1782050422339
,,3.205,27.6,1782050422435
,,3.205,27.6,1782050422505
,,3.174,27.6,1782050422588
,,3.164,27.6,1782050422671
,,3.133,27.6,1782050422754
,,3.122,27.6,1782050422839
,,3.133,27.6,1782050422920
44.161943333333326,8.336525,3.143,0.0,1782050423000
,,3.143,27.6,1782050423037
,,3.143,27.6,1782050423085
,,3.153,27.6,1782050423222
,,3.153,27.6,1782050423251
,,3.174,27.6,1782050423533
,,3.153,27.6,1782050423561
,,3.174,27.6,1782050423584
,,3.174,27.6,1782050423666
,,3.153,27.6,1782050423750
,,3.122,27.6,1782050423833
,,3.101,27.6,1782050423999
44.16194666666667,8.33653,3.060,0.0,1782050424000
,,3.060,27.6,1782050424148
,,3.039,27.6,1782050424172
,,3.018,27.6,1782050424350
,,3.028,27.6,1782050424451
,,2.987,27.6,1782050424497
,,2.956,27.6,1782050424672
,,2.935,27.6,1782050424673
,,2.914,27.6,1782050424759
,,2.893,27.6,1782050424915
,,2.904,27.6,1782050424997
44.16194833333334,8.336535,2.945,0.0,1782050425000
,,2.945,27.6,1782050425080
,,2.987,27.6,1782050425163
,,2.997,27.6,1782050425243
,,3.028,27.6,1782050425498
,,3.028,27.6,1782050425576
,,3.028,27.6,1782050425659
,,3.060,27.6,1782050425742
,,3.112,27.6,1782050425825
,,3.153,27.6,1782050425908
,,3.164,27.6,1782050425991
44.16195166666667,8.336540000000001,3.195,0.0,1782050426000
,,3.195,27.6,1782050426073
,,3.205,27.6,1782050426156
,,3.185,27.6,1782050426253
,,3.185,27.6,1782050426333
,,3.195,27.6,1782050426405
,,3.174,27.6,1782050426489
,,3.205,27.6,1782050426572
,,3.205,27.6,1782050426655
,,3.216,27.6,1782050426737
,,3.216,27.6,1782050426821
,,3.226,27.6,1782050426938
,,3.237,27.6,1782050426987
44.161955000000006,8.336546666666667,3.237,0.0,1782050427000
,,3.237,27.6,1782050427114
,,3.237,27.6,1782050427153
,,3.237,27.6,1782050427235
,,3.237,27.6,1782050427319
,,3.247,27.6,1782050427423
,,3.268,27.6,1782050427485
,,3.268,27.6,1782050427625
,,3.289,27.6,1782050427653
,,3.289,27.6,1782050427835
,,3.309,27.6,1782050427836
,,3.299,27.6,1782050427905
,,3.289,27.6,1782050427983
44.161956666666676,8.336553333333335,3.299,0.0,1782050428000
,,3.299,27.6,1782050428068
,,3.309,27.6,1782050428149
,,3.330,27.6,1782050428232
,,3.289,27.6,1782050428315
,,3.257,27.6,1782050428398
,,3.216,27.6,1782050428481
,,3.185,27.6,1782050428564
,,3.164,27.6,1782050428647
,,3.143,27.6,1782050428735
,,3.143,27.6,1782050428812
,,3.133,27.6,1782050428896
,,3.133,27.6,1782050428979
44.16195833333333,8.336558333333333,3.133,0.0,1782050429000
,,3.133,27.6,1782050429062
,,3.133,27.6,1782050429145
,,3.122,27.6,1782050429240
,,3.143,27.6,1782050429314
,,3.153,27.6,1782050429395
,,3.174,27.6,1782050429479
,,3.205,27.6,1782050429562
,,3.205,27.6,1782050429645
,,3.216,27.6,1782050429729
,,3.216,27.6,1782050429812
,,3.216,27.6,1782050429895
,,3.226,27.6,1782050429984
44.16196166666667,8.336561666666666,3.205,0.0,1782050430000
,,3.205,27.6,1782050430086
,,3.195,27.6,1782050430140
,,3.205,27.6,1782050430307
,,3.216,27.6,1782050430513
,,3.216,27.6,1782050430514
,,3.216,27.6,1782050430595
,,3.226,27.6,1782050430642
,,3.216,27.6,1782050430836
,,3.195,27.6,1782050430864
,,3.185,27.6,1782050430887
,,3.164,27.6,1782050430970
44.161966666666665,8.336563333333334,3.185,0.0,1782050431000
,,3.185,27.6,1782050431054
,,3.216,27.6,1782050431138
,,3.247,27.6,1782050431220
,,3.268,27.6,1782050431303
,,3.257,27.6,1782050431386
,,3.237,27.6,1782050431469
,,3.195,27.6,1782050431552
,,3.174,27.6,1782050431634
,,3.174,27.6,1782050431737
,,3.174,27.6,1782050431824
,,3.164,27.6,1782050431884
,,3.195,27.6,1782050431966
44.16197166666667,8.336566666666666,3.216,0.0,1782050432000
,,3.216,27.6,1782050432051
,,3.195,27.6,1782050432133
,,3.195,27.6,1782050432215
,,3.195,27.6,1782050432298
,,3.205,27.6,1782050432381
,,3.226,27.6,1782050432464
,,3.247,27.6,1782050432548
,,3.268,27.6,1782050432714
,,3.268,27.6,1782050432848
,,3.268,27.6,1782050432880
44.161975,8.336568333333334,3.268,0.0,1782050433000
,,3.268,27.6,1782050433053
,,3.257,27.6,1782050433054
,,3.247,27.6,1782050433161
,,3.268,27.6,1782050433295
,,3.268,27.6,1782050433463
,,3.278,27.6,1782050433463
,,3.289,27.6,1782050433564
,,3.268,27.6,1782050433711
,,3.237,27.6,1782050433872
,,3.226,27.6,1782050433901
44.16197833333334,8.336571666666666,3.216,0.0,1782050434000
,,3.216,27.6,1782050434045
,,3.216,27.6,1782050434137
,,3.216,27.6,1782050434210
,,3.205,27.6,1782050434290
,,3.205,27.6,1782050434373
,,3.205,27.6,1782050434456
,,3.216,27.6,1782050434539
,,3.205,27.6,1782050434623
,,3.205,27.6,1782050434738
,,3.257,27.6,1782050434789
,,3.309,27.6,1782050434872
,,3.341,27.6,1782050434955
44.16198166666666,8.336576666666668,3.361,0.0,1782050435000
,,3.361,27.6,1782050435038
,,3.351,27.6,1782050435120
,,3.341,27.6,1782050435204
,,3.330,27.6,1782050435287
,,3.309,27.6,1782050435370
,,3.278,27.6,1782050435453
,,3.268,27.6,1782050435637
,,3.237,27.6,1782050435702
,,3.226,27.6,1782050435785
,,3.174,27.6,1782050435868
,,3.122,27.6,1782050435951
44.16198333333333,8.336583333333333,3.091,0.0,1782050436000
,,3.091,27.6,1782050436034
,,3.049,27.6,1782050436116
,,3.039,27.6,1782050436199
,,3.008,27.6,1782050436282
,,3.028,27.6,1782050436383
,,3.039,27.6,1782050436448
,,3.070,27.6,1782050436615
,,3.101,27.6,1782050436697
,,3.122,27.6,1782050436780
,,3.133,27.6,1782050436863
,,3.174,27.6,1782050436946
44.16198666666666,8.336588333333333,3.185,0.0,1782050437000
,,3.185,27.6,1782050437029
,,3.226,27.6,1782050437133
,,3.257,27.6,1782050437196
,,3.268,27.6,1782050437279
,,3.299,27.6,1782050437362
,,3.299,27.6,1782050437445
,,3.309,27.6,1782050437536
,,3.289,27.6,1782050437611
,,3.278,27.6,1782050437694
,,3.268,27.6,1782050437777
,,3.247,27.6,1782050437860
,,3.226,27.6,1782050437944
44.16199333333334,8.336594999999999,3.237,0.0,1782050438000
,,3.237,27.6,1782050438036
,,3.185,27.6,1782050438109
,,3.164,27.6,1782050438192
,,3.112,27.6,1782050438277
,,3.060,27.6,1782050438360
,,3.028,27.6,1782050438444
,,3.039,27.6,1782050438527
,,3.049,27.6,1782050438633
,,3.070,27.6,1782050438694
,,3.080,27.6,1782050438772
,,3.101,27.6,1782050438860
,,3.112,27.6,1782050438956
44.16199833333334,8.3366,3.133,0.0,1782050439000
,,3.133,27.6,1782050439022
,,3.185,27.6,1782050439105
,,3.195,27.6,1782050439189
,,3.257,27.6,1782050439271
,,3.278,27.6,1782050439354
,,3.289,27.6,1782050439437
,,3.247,27.6,1782050439526
,,3.195,27.6,1782050439603
,,3.153,27.6,1782050439686
,,3.112,27.6,1782050439768
,,3.070,27.6,1782050439852
,,3.028,27.6,1782050439934
44.162005,8.336604999999999,3.008,0.0,1782050440000
,,3.008,27.6,1782050440101
,,2.966,27.6,1782050440195
,,2.956,27.6,1782050440266
,,2.945,27.6,1782050440349
,,2.956,27.6,1782050440438
,,2.987,27.6,1782050440515
,,3.049,27.6,1782050440598
,,3.101,27.6,1782050440681
,,3.153,27.6,1782050440764
,,3.216,27.6,1782050440847
,,3.268,27.6,1782050440931
44.162011666666665,8.336611666666666,3.320,0.0,1782050441000
,,3.320,27.6,1782050441036
,,3.351,27.6,1782050441097
,,3.351,27.6,1782050441180
,,3.351,27.6,1782050441262
,,3.330,27.6,1782050441346
,,3.299,27.6,1782050441435
,,3.268,27.6,1782050441512
,,3.226,27.6,1782050441595
,,3.164,27.6,1782050441677
,,3.143,27.6,1782050441761
,,3.122,27.6,1782050441844
,,3.091,27.6,1782050441937
44.162015000000004,8.336616666666666,3.080,0.0,1782050442000
,,3.080,27.6,1782050442010
,,3.091,27.6,1782050442094
,,3.122,27.6,1782050442178
,,3.133,27.6,1782050442260
,,3.174,27.6,1782050442344
,,3.205,27.6,1782050442427
,,3.226,27.6,1782050442511
,,3.237,27.6,1782050442594
,,3.247,27.6,1782050442677
,,3.216,27.6,1782050442760
,,3.216,27.6,1782050442840
,,3.216,27.6,1782050442923
44.16201833333333,8.336621666666668,3.205,0.0,1782050443000
,,3.205,27.6,1782050443006
,,3.205,27.6,1782050443089
,,3.216,27.6,1782050443171
,,3.216,27.6,1782050443254
,,3.216,27.6,1782050443338
,,3.226,27.6,1782050443444
,,3.216,27.6,1782050443504
,,3.247,27.6,1782050443587
,,3.257,27.6,1782050443754
,,3.289,27.6,1782050443836
44.16202499999999,8.336625,3.309,0.0,1782050444000
,,3.309,27.6,1782050444002
,,3.320,27.6,1782050444085
,,3.341,27.6,1782050444168
,,3.341,27.6,1782050444251
,,3.341,27.6,1782050444335
,,3.351,27.6,1782050444418
,,3.351,27.6,1782050444500
,,3.361,27.6,1782050444583
,,3.361,27.6,1782050444666
,,3.361,27.6,1782050444749
,,3.361,27.6,1782050444832
,,3.351,27.6,1782050444938
,,3.351,27.6,1782050444998
44.16203,8.336628333333334,3.330,0.0,1782050445000
,,3.330,27.6,1782050445250
,,3.320,27.6,1782050445251
,,3.330,27.6,1782050445291
,,3.341,27.6,1782050445344
,,3.351,27.6,1782050445416
,,3.382,27.6,1782050445496
,,3.382,27.6,1782050445579
,,3.382,27.6,1782050445662
,,3.403,27.6,1782050445745
,,3.393,27.6,1782050445836
,,3.403,27.6,1782050445912
,,3.393,27.6,1782050445994
44.16203666666667,8.336633333333333,3.413,0.0,1782050446000
,,3.413,27.6,1782050446077
,,3.413,27.6,1782050446161
,,3.403,27.6,1782050446243
,,3.403,27.6,1782050446327
,,3.393,27.6,1782050446434
,,3.382,27.6,1782050446494
,,3.382,27.6,1782050446577
,,3.372,27.6,1782050446660
,,3.361,27.6,1782050446744
,,3.361,27.6,1782050446828
,,3.382,27.6,1782050446907
,,3.372,27.6,1782050446990
44.162045000000006,8.33664,3.361,0.0,1782050447000
,,3.361,27.6,1782050447073
,,3.361,27.6,1782050447155
,,3.361,27.6,1782050447239
,,3.361,27.6,1782050447334
,,3.372,27.6,1782050447405
,,3.382,27.6,1782050447488
,,3.393,27.6,1782050447572
,,3.403,27.6,1782050447654
,,3.424,27.6,1782050447737
,,3.413,27.6,1782050447822
,,3.393,27.6,1782050447930
,,3.393,27.6,1782050447989
44.16205333333334,8.336641666666667,3.393,0.0,1782050448000
,,3.393,27.6,1782050448069
,,3.393,27.6,1782050448152
,,3.393,27.6,1782050448251
,,3.382,27.6,1782050448318
,,3.372,27.6,1782050448401
,,3.361,27.6,1782050448567
,,3.341,27.6,1782050448650
,,3.330,27.6,1782050448734
,,3.330,27.6,1782050448837
,,3.341,27.6,1782050448982
44.16206166666666,8.336645,3.351,0.0,1782050449000
,,3.351,27.6,1782050449148
,,3.330,27.6,1782050449245
,,3.330,27.6,1782050449314
,,3.341,27.6,1782050449398
,,3.361,27.6,1782050449487
,,3.372,27.6,1782050449563
,,3.393,27.6,1782050449646
,,3.382,27.6,1782050449741
,,3.382,27.6,1782050449812
,,3.382,27.6,1782050449896
,,3.393,27.6,1782050449979
44.16206666666667,8.336649999999999,3.382,0.0,1782050450000
,,3.382,27.6,1782050450062
,,3.382,27.6,1782050450145
,,3.372,27.6,1782050450236
,,3.372,27.6,1782050450395
,,3.361,27.6,1782050450479
,,3.330,27.6,1782050450562
,,3.320,27.6,1782050450645
,,3.299,27.6,1782050450729
,,3.299,27.6,1782050450808
,,3.289,27.6,1782050450891
,,3.289,27.6,1782050450974
44.162075,8.336651666666667,3.268,0.0,1782050451000
,,3.268,27.6,1782050451057
,,3.257,27.6,1782050451140
,,3.257,27.6,1782050451250
,,3.257,27.6,1782050451306
,,3.257,27.6,1782050451389
,,3.257,27.6,1782050451472
,,3.247,27.6,1782050451555
,,3.257,27.6,1782050451638
